RUN	pokemonapi.PokemonApiTest	pokemonapitest	1720479811869	 	3.11.3
USER	Pokemon API Test	END	1720479818823
USER	Pokemon API Test	START	1720479818823
REQUEST		Get Pikachu	1720479818673	1720479818834	OK	 
USER	Pokemon API Test	END	1720479818837
USER	Pokemon API Test	START	1720479818837
REQUEST		Get Pikachu	1720479818707	1720479818847	OK	 
USER	Pokemon API Test	END	1720479818849
USER	Pokemon API Test	START	1720479818849
REQUEST		Get Pikachu	1720479818722	1720479818863	OK	 
USER	Pokemon API Test	END	1720479818866
USER	Pokemon API Test	START	1720479818866
REQUEST		Get Pikachu	1720479818709	1720479818867	OK	 
USER	Pokemon API Test	END	1720479818870
USER	Pokemon API Test	START	1720479818870
REQUEST		Get Pikachu	1720479818783	1720479818877	OK	 
USER	Pokemon API Test	END	1720479818878
USER	Pokemon API Test	START	1720479818878
REQUEST		Get Pikachu	1720479818750	1720479818894	OK	 
USER	Pokemon API Test	END	1720479818898
USER	Pokemon API Test	START	1720479818898
REQUEST		Get Pikachu	1720479818760	1720479818905	OK	 
USER	Pokemon API Test	END	1720479818907
USER	Pokemon API Test	START	1720479818907
REQUEST		Get Pikachu	1720479818785	1720479818926	OK	 
USER	Pokemon API Test	END	1720479818928
USER	Pokemon API Test	START	1720479818928
REQUEST		Get Pikachu	1720479818849	1720479818932	OK	 
USER	Pokemon API Test	END	1720479818932
USER	Pokemon API Test	START	1720479818933
REQUEST		Get Pikachu	1720479818803	1720479818958	OK	 
USER	Pokemon API Test	END	1720479818961
USER	Pokemon API Test	START	1720479818961
REQUEST		Get Pikachu	1720479818837	1720479818981	OK	 
USER	Pokemon API Test	END	1720479818984
USER	Pokemon API Test	START	1720479818984
REQUEST		Get Pikachu	1720479818908	1720479818988	OK	 
USER	Pokemon API Test	END	1720479818989
USER	Pokemon API Test	START	1720479818989
REQUEST		Get Pikachu	1720479818824	1720479818988	OK	 
USER	Pokemon API Test	END	1720479818993
USER	Pokemon API Test	START	1720479818993
REQUEST		Get Pikachu	1720479818866	1720479819025	OK	 
USER	Pokemon API Test	END	1720479819029
USER	Pokemon API Test	START	1720479819029
REQUEST		Get Pikachu	1720479818871	1720479819031	OK	 
USER	Pokemon API Test	END	1720479819034
USER	Pokemon API Test	START	1720479819034
REQUEST		Get Pikachu	1720479818879	1720479819035	OK	 
USER	Pokemon API Test	END	1720479819038
USER	Pokemon API Test	START	1720479819038
REQUEST		Get Pikachu	1720479818899	1720479819057	OK	 
USER	Pokemon API Test	END	1720479819061
USER	Pokemon API Test	START	1720479819061
REQUEST		Get Pikachu	1720479818990	1720479819076	OK	 
USER	Pokemon API Test	END	1720479819076
USER	Pokemon API Test	START	1720479819077
REQUEST		Get Pikachu	1720479818933	1720479819073	OK	 
USER	Pokemon API Test	END	1720479819077
USER	Pokemon API Test	START	1720479819078
REQUEST		Get Pikachu	1720479818929	1720479819091	OK	 
USER	Pokemon API Test	END	1720479819095
USER	Pokemon API Test	START	1720479819095
REQUEST		Get Pikachu	1720479818961	1720479819115	OK	 
USER	Pokemon API Test	END	1720479819119
USER	Pokemon API Test	START	1720479819120
REQUEST		Get Pikachu	1720479819061	1720479819149	OK	 
USER	Pokemon API Test	END	1720479819150
USER	Pokemon API Test	START	1720479819150
REQUEST		Get Pikachu	1720479818993	1720479819148	OK	 
USER	Pokemon API Test	END	1720479819152
USER	Pokemon API Test	START	1720479819152
REQUEST		Get Pikachu	1720479818984	1720479819150	OK	 
USER	Pokemon API Test	END	1720479819153
USER	Pokemon API Test	START	1720479819153
REQUEST		Get Pikachu	1720479819038	1720479819158	OK	 
USER	Pokemon API Test	END	1720479819160
USER	Pokemon API Test	START	1720479819160
REQUEST		Get Pikachu	1720479819034	1720479819175	OK	 
USER	Pokemon API Test	END	1720479819184
USER	Pokemon API Test	START	1720479819184
REQUEST		Get Pikachu	1720479819030	1720479819192	OK	 
USER	Pokemon API Test	END	1720479819195
USER	Pokemon API Test	START	1720479819195
REQUEST		Get Pikachu	1720479819078	1720479819216	OK	 
USER	Pokemon API Test	END	1720479819221
USER	Pokemon API Test	START	1720479819221
REQUEST		Get Pikachu	1720479819150	1720479819228	OK	 
USER	Pokemon API Test	END	1720479819229
USER	Pokemon API Test	START	1720479819229
REQUEST		Get Pikachu	1720479819077	1720479819229	OK	 
USER	Pokemon API Test	END	1720479819232
USER	Pokemon API Test	START	1720479819232
REQUEST		Get Pikachu	1720479819120	1720479819256	OK	 
USER	Pokemon API Test	END	1720479819260
USER	Pokemon API Test	START	1720479819260
REQUEST		Get Pikachu	1720479819095	1720479819256	OK	 
USER	Pokemon API Test	END	1720479819261
USER	Pokemon API Test	START	1720479819261
REQUEST		Get Pikachu	1720479819196	1720479819280	OK	 
USER	Pokemon API Test	END	1720479819280
USER	Pokemon API Test	START	1720479819281
REQUEST		Get Pikachu	1720479819154	1720479819312	OK	 
USER	Pokemon API Test	END	1720479819316
USER	Pokemon API Test	START	1720479819316
REQUEST		Get Pikachu	1720479819161	1720479819314	OK	 
USER	Pokemon API Test	END	1720479819320
USER	Pokemon API Test	START	1720479819320
REQUEST		Get Pikachu	1720479819152	1720479819332	OK	 
USER	Pokemon API Test	END	1720479819336
USER	Pokemon API Test	START	1720479819336
REQUEST		Get Pikachu	1720479819262	1720479819355	OK	 
USER	Pokemon API Test	END	1720479819355
USER	Pokemon API Test	START	1720479819356
REQUEST		Get Pikachu	1720479819221	1720479819359	OK	 
USER	Pokemon API Test	END	1720479819364
USER	Pokemon API Test	START	1720479819364
REQUEST		Get Pikachu	1720479819229	1720479819364	OK	 
USER	Pokemon API Test	END	1720479819368
USER	Pokemon API Test	START	1720479819368
REQUEST		Get Pikachu	1720479819232	1720479819397	OK	 
USER	Pokemon API Test	END	1720479819402
USER	Pokemon API Test	START	1720479819402
REQUEST		Get Pikachu	1720479819261	1720479819401	OK	 
USER	Pokemon API Test	END	1720479819406
USER	Pokemon API Test	START	1720479819406
REQUEST		Get Pikachu	1720479819281	1720479819442	OK	 
USER	Pokemon API Test	END	1720479819444
USER	Pokemon API Test	START	1720479819444
REQUEST		Get Pikachu	1720479819356	1720479819445	OK	 
USER	Pokemon API Test	END	1720479819446
USER	Pokemon API Test	START	1720479819446
REQUEST		Get Pikachu	1720479819317	1720479819462	OK	 
USER	Pokemon API Test	END	1720479819465
USER	Pokemon API Test	START	1720479819465
REQUEST		Get Pikachu	1720479819322	1720479819476	OK	 
USER	Pokemon API Test	END	1720479819479
USER	Pokemon API Test	START	1720479819479
REQUEST		Get Pikachu	1720479819336	1720479819493	OK	 
USER	Pokemon API Test	END	1720479819495
USER	Pokemon API Test	START	1720479819495
REQUEST		Get Pikachu	1720479819369	1720479819507	OK	 
USER	Pokemon API Test	END	1720479819512
USER	Pokemon API Test	START	1720479819512
REQUEST		Get Pikachu	1720479819364	1720479819523	OK	 
USER	Pokemon API Test	END	1720479819527
USER	Pokemon API Test	START	1720479819527
REQUEST		Get Pikachu	1720479819445	1720479819532	OK	 
USER	Pokemon API Test	END	1720479819532
USER	Pokemon API Test	START	1720479819532
REQUEST		Get Pikachu	1720479819402	1720479819537	OK	 
USER	Pokemon API Test	END	1720479819540
USER	Pokemon API Test	START	1720479819540
REQUEST		Get Pikachu	1720479819406	1720479819563	OK	 
USER	Pokemon API Test	END	1720479819566
USER	Pokemon API Test	START	1720479819566
REQUEST		Get Pikachu	1720479819512	1720479819586	OK	 
USER	Pokemon API Test	END	1720479819586
USER	Pokemon API Test	START	1720479819587
REQUEST		Get Pikachu	1720479819446	1720479819600	OK	 
USER	Pokemon API Test	END	1720479819603
USER	Pokemon API Test	START	1720479819603
REQUEST		Get Pikachu	1720479819184	1720479819604	OK	 
USER	Pokemon API Test	END	1720479819607
USER	Pokemon API Test	START	1720479819607
REQUEST		Get Pikachu	1720479819465	1720479819627	OK	 
USER	Pokemon API Test	END	1720479819630
USER	Pokemon API Test	START	1720479819630
REQUEST		Get Pikachu	1720479819479	1720479819634	OK	 
USER	Pokemon API Test	END	1720479819636
USER	Pokemon API Test	START	1720479819636
REQUEST		Get Pikachu	1720479819496	1720479819640	OK	 
USER	Pokemon API Test	END	1720479819642
USER	Pokemon API Test	START	1720479819642
REQUEST		Get Pikachu	1720479819587	1720479819671	OK	 
USER	Pokemon API Test	END	1720479819672
REQUEST		Get Pikachu	1720479819533	1720479819669	OK	 
USER	Pokemon API Test	START	1720479819672
USER	Pokemon API Test	END	1720479819672
USER	Pokemon API Test	START	1720479819672
REQUEST		Get Pikachu	1720479819541	1720479819674	OK	 
USER	Pokemon API Test	END	1720479819680
USER	Pokemon API Test	START	1720479819680
REQUEST		Get Pikachu	1720479819527	1720479819680	OK	 
USER	Pokemon API Test	END	1720479819684
USER	Pokemon API Test	START	1720479819684
REQUEST		Get Pikachu	1720479819642	1720479819721	OK	 
USER	Pokemon API Test	END	1720479819721
USER	Pokemon API Test	START	1720479819722
REQUEST		Get Pikachu	1720479819566	1720479819729	OK	 
USER	Pokemon API Test	END	1720479819732
USER	Pokemon API Test	START	1720479819732
REQUEST		Get Pikachu	1720479819604	1720479819759	OK	 
USER	Pokemon API Test	END	1720479819763
USER	Pokemon API Test	START	1720479819763
REQUEST		Get Pikachu	1720479819607	1720479819764	OK	 
USER	Pokemon API Test	END	1720479819767
USER	Pokemon API Test	START	1720479819767
REQUEST		Get Pikachu	1720479819636	1720479819767	OK	 
USER	Pokemon API Test	END	1720479819770
USER	Pokemon API Test	START	1720479819770
REQUEST		Get Pikachu	1720479819630	1720479819788	OK	 
USER	Pokemon API Test	END	1720479819791
USER	Pokemon API Test	START	1720479819791
REQUEST		Get Pikachu	1720479819673	1720479819809	OK	 
USER	Pokemon API Test	END	1720479819812
USER	Pokemon API Test	START	1720479819813
REQUEST		Get Pikachu	1720479819722	1720479819813	OK	 
USER	Pokemon API Test	END	1720479819814
USER	Pokemon API Test	START	1720479819816
REQUEST		Get Pikachu	1720479819673	1720479819816	OK	 
USER	Pokemon API Test	END	1720479819820
USER	Pokemon API Test	START	1720479819820
REQUEST		Get Pikachu	1720479819684	1720479819840	OK	 
USER	Pokemon API Test	END	1720479819843
USER	Pokemon API Test	START	1720479819843
REQUEST		Get Pikachu	1720479819680	1720479819858	OK	 
USER	Pokemon API Test	END	1720479819866
USER	Pokemon API Test	START	1720479819866
REQUEST		Get Pikachu	1720479819732	1720479819870	OK	 
USER	Pokemon API Test	END	1720479819874
USER	Pokemon API Test	START	1720479819874
REQUEST		Get Pikachu	1720479819792	1720479819887	OK	 
USER	Pokemon API Test	END	1720479819887
USER	Pokemon API Test	START	1720479819887
REQUEST		Get Pikachu	1720479819764	1720479819900	OK	 
USER	Pokemon API Test	END	1720479819903
USER	Pokemon API Test	START	1720479819903
REQUEST		Get Pikachu	1720479819770	1720479819908	OK	 
USER	Pokemon API Test	END	1720479819916
USER	Pokemon API Test	START	1720479819918
REQUEST		Get Pikachu	1720479819767	1720479819925	OK	 
USER	Pokemon API Test	END	1720479819929
USER	Pokemon API Test	START	1720479819930
REQUEST		Get Pikachu	1720479819866	1720479819951	OK	 
USER	Pokemon API Test	END	1720479819951
USER	Pokemon API Test	START	1720479819951
REQUEST		Get Pikachu	1720479819813	1720479819973	OK	 
USER	Pokemon API Test	END	1720479819977
USER	Pokemon API Test	START	1720479819977
REQUEST		Get Pikachu	1720479819821	1720479819981	OK	 
USER	Pokemon API Test	END	1720479819985
USER	Pokemon API Test	START	1720479819986
REQUEST		Get Pikachu	1720479819816	1720479819985	OK	 
USER	Pokemon API Test	END	1720479819989
USER	Pokemon API Test	START	1720479819989
REQUEST		Get Pikachu	1720479819843	1720479820000	OK	 
USER	Pokemon API Test	END	1720479820003
USER	Pokemon API Test	START	1720479820003
REQUEST		Get Pikachu	1720479819930	1720479820017	OK	 
USER	Pokemon API Test	END	1720479820018
USER	Pokemon API Test	START	1720479820018
REQUEST		Get Pikachu	1720479819875	1720479820020	OK	 
USER	Pokemon API Test	END	1720479820024
USER	Pokemon API Test	START	1720479820024
REQUEST		Get Pikachu	1720479819888	1720479820052	OK	 
USER	Pokemon API Test	END	1720479820056
USER	Pokemon API Test	START	1720479820056
REQUEST		Get Pikachu	1720479819904	1720479820060	OK	 
USER	Pokemon API Test	END	1720479820062
USER	Pokemon API Test	START	1720479820063
REQUEST		Get Pikachu	1720479819951	1720479820067	OK	 
USER	Pokemon API Test	END	1720479820070
USER	Pokemon API Test	START	1720479820070
REQUEST		Get Pikachu	1720479819918	1720479820072	OK	 
USER	Pokemon API Test	END	1720479820076
USER	Pokemon API Test	START	1720479820076
REQUEST		Get Pikachu	1720479820003	1720479820084	OK	 
USER	Pokemon API Test	END	1720479820085
USER	Pokemon API Test	START	1720479820085
REQUEST		Get Pikachu	1720479819978	1720479820112	OK	 
USER	Pokemon API Test	END	1720479820116
USER	Pokemon API Test	START	1720479820117
REQUEST		Get Pikachu	1720479819986	1720479820125	OK	 
USER	Pokemon API Test	END	1720479820128
USER	Pokemon API Test	START	1720479820128
REQUEST		Get Pikachu	1720479820070	1720479820148	OK	 
USER	Pokemon API Test	END	1720479820149
USER	Pokemon API Test	START	1720479820149
REQUEST		Get Pikachu	1720479819989	1720479820153	OK	 
USER	Pokemon API Test	END	1720479820156
USER	Pokemon API Test	START	1720479820156
REQUEST		Get Pikachu	1720479820025	1720479820173	OK	 
USER	Pokemon API Test	END	1720479820177
USER	Pokemon API Test	START	1720479820177
REQUEST		Get Pikachu	1720479820018	1720479820175	OK	 
USER	Pokemon API Test	END	1720479820179
USER	Pokemon API Test	START	1720479820179
REQUEST		Get Pikachu	1720479820057	1720479820197	OK	 
USER	Pokemon API Test	END	1720479820201
USER	Pokemon API Test	START	1720479820202
REQUEST		Get Pikachu	1720479820063	1720479820228	OK	 
USER	Pokemon API Test	END	1720479820232
USER	Pokemon API Test	START	1720479820232
REQUEST		Get Pikachu	1720479820077	1720479820232	OK	 
USER	Pokemon API Test	END	1720479820234
USER	Pokemon API Test	START	1720479820234
REQUEST		Get Pikachu	1720479820149	1720479820239	OK	 
USER	Pokemon API Test	END	1720479820240
USER	Pokemon API Test	START	1720479820240
REQUEST		Get Pikachu	1720479820085	1720479820242	OK	 
USER	Pokemon API Test	END	1720479820247
USER	Pokemon API Test	START	1720479820247
REQUEST		Get Pikachu	1720479820117	1720479820252	OK	 
USER	Pokemon API Test	END	1720479820257
USER	Pokemon API Test	START	1720479820257
REQUEST		Get Pikachu	1720479820129	1720479820298	OK	 
USER	Pokemon API Test	END	1720479820302
USER	Pokemon API Test	START	1720479820303
REQUEST		Get Pikachu	1720479820157	1720479820307	OK	 
USER	Pokemon API Test	END	1720479820310
USER	Pokemon API Test	START	1720479820310
REQUEST		Get Pikachu	1720479820177	1720479820312	OK	 
USER	Pokemon API Test	END	1720479820319
USER	Pokemon API Test	START	1720479820319
REQUEST		Get Pikachu	1720479820233	1720479820325	OK	 
USER	Pokemon API Test	END	1720479820326
USER	Pokemon API Test	START	1720479820326
REQUEST		Get Pikachu	1720479820179	1720479820338	OK	 
USER	Pokemon API Test	END	1720479820342
USER	Pokemon API Test	START	1720479820342
REQUEST		Get Pikachu	1720479820202	1720479820351	OK	 
USER	Pokemon API Test	END	1720479820354
USER	Pokemon API Test	START	1720479820354
REQUEST		Get Pikachu	1720479820235	1720479820353	OK	 
USER	Pokemon API Test	END	1720479820357
USER	Pokemon API Test	START	1720479820357
REQUEST		Get Pikachu	1720479820240	1720479820358	OK	 
USER	Pokemon API Test	END	1720479820362
USER	Pokemon API Test	START	1720479820362
REQUEST		Get Pikachu	1720479820247	1720479820377	OK	 
USER	Pokemon API Test	END	1720479820380
USER	Pokemon API Test	START	1720479820380
REQUEST		Get Pikachu	1720479820303	1720479820388	OK	 
USER	Pokemon API Test	END	1720479820389
USER	Pokemon API Test	START	1720479820389
REQUEST		Get Pikachu	1720479820257	1720479820397	OK	 
USER	Pokemon API Test	END	1720479820399
USER	Pokemon API Test	START	1720479820399
REQUEST		Get Pikachu	1720479820354	1720479820430	OK	 
USER	Pokemon API Test	END	1720479820431
USER	Pokemon API Test	START	1720479820431
REQUEST		Get Pikachu	1720479820326	1720479820469	OK	 
REQUEST		Get Pikachu	1720479820312	1720479820469	OK	 
USER	Pokemon API Test	END	1720479820473
USER	Pokemon API Test	END	1720479820473
USER	Pokemon API Test	START	1720479820474
USER	Pokemon API Test	START	1720479820474
REQUEST		Get Pikachu	1720479820400	1720479820476	OK	 
USER	Pokemon API Test	END	1720479820477
USER	Pokemon API Test	START	1720479820477
REQUEST		Get Pikachu	1720479820319	1720479820486	OK	 
USER	Pokemon API Test	END	1720479820489
USER	Pokemon API Test	START	1720479820489
REQUEST		Get Pikachu	1720479820363	1720479820501	OK	 
REQUEST		Get Pikachu	1720479820343	1720479820503	OK	 
USER	Pokemon API Test	END	1720479820516
USER	Pokemon API Test	START	1720479820516
USER	Pokemon API Test	END	1720479820517
USER	Pokemon API Test	START	1720479820518
REQUEST		Get Pikachu	1720479820357	1720479820515	OK	 
USER	Pokemon API Test	END	1720479820520
USER	Pokemon API Test	START	1720479820520
REQUEST		Get Pikachu	1720479820389	1720479820527	OK	 
USER	Pokemon API Test	END	1720479820530
USER	Pokemon API Test	START	1720479820530
REQUEST		Get Pikachu	1720479820380	1720479820562	OK	 
USER	Pokemon API Test	END	1720479820568
USER	Pokemon API Test	START	1720479820568
REQUEST		Get Pikachu	1720479820489	1720479820574	OK	 
USER	Pokemon API Test	END	1720479820575
USER	Pokemon API Test	START	1720479820575
REQUEST		Get Pikachu	1720479820431	1720479820602	OK	 
USER	Pokemon API Test	END	1720479820605
USER	Pokemon API Test	START	1720479820605
REQUEST		Get Pikachu	1720479820474	1720479820615	OK	 
USER	Pokemon API Test	END	1720479820619
USER	Pokemon API Test	START	1720479820619
REQUEST		Get Pikachu	1720479820477	1720479820619	OK	 
USER	Pokemon API Test	END	1720479820622
USER	Pokemon API Test	START	1720479820622
REQUEST		Get Pikachu	1720479820474	1720479820628	OK	 
USER	Pokemon API Test	END	1720479820631
USER	Pokemon API Test	START	1720479820631
REQUEST		Get Pikachu	1720479820569	1720479820658	OK	 
USER	Pokemon API Test	END	1720479820658
USER	Pokemon API Test	START	1720479820659
REQUEST		Get Pikachu	1720479820516	1720479820669	OK	 
USER	Pokemon API Test	END	1720479820671
USER	Pokemon API Test	START	1720479820671
REQUEST		Get Pikachu	1720479820521	1720479820675	OK	 
USER	Pokemon API Test	END	1720479820678
USER	Pokemon API Test	START	1720479820678
REQUEST		Get Pikachu	1720479820519	1720479820676	OK	 
USER	Pokemon API Test	END	1720479820680
USER	Pokemon API Test	START	1720479820680
REQUEST		Get Pikachu	1720479820530	1720479820690	OK	 
USER	Pokemon API Test	END	1720479820694
USER	Pokemon API Test	START	1720479820694
REQUEST		Get Pikachu	1720479820631	1720479820715	OK	 
USER	Pokemon API Test	END	1720479820716
USER	Pokemon API Test	START	1720479820716
REQUEST		Get Pikachu	1720479820575	1720479820726	OK	 
USER	Pokemon API Test	END	1720479820728
USER	Pokemon API Test	START	1720479820728
REQUEST		Get Pikachu	1720479820606	1720479820740	OK	 
USER	Pokemon API Test	END	1720479820745
USER	Pokemon API Test	START	1720479820745
REQUEST		Get Pikachu	1720479820620	1720479820763	OK	 
USER	Pokemon API Test	END	1720479820766
USER	Pokemon API Test	START	1720479820767
REQUEST		Get Pikachu	1720479820622	1720479820777	OK	 
USER	Pokemon API Test	END	1720479820781
USER	Pokemon API Test	START	1720479820781
REQUEST		Get Pikachu	1720479820694	1720479820781	OK	 
USER	Pokemon API Test	END	1720479820782
USER	Pokemon API Test	START	1720479820782
REQUEST		Get Pikachu	1720479820659	1720479820796	OK	 
USER	Pokemon API Test	END	1720479820798
USER	Pokemon API Test	START	1720479820798
REQUEST		Get Pikachu	1720479820671	1720479820811	OK	 
USER	Pokemon API Test	END	1720479820818
USER	Pokemon API Test	START	1720479820818
REQUEST		Get Pikachu	1720479820678	1720479820834	OK	 
USER	Pokemon API Test	END	1720479820836
USER	Pokemon API Test	START	1720479820837
REQUEST		Get Pikachu	1720479820680	1720479820839	OK	 
USER	Pokemon API Test	END	1720479820842
USER	Pokemon API Test	START	1720479820843
REQUEST		Get Pikachu	1720479820716	1720479820859	OK	 
USER	Pokemon API Test	END	1720479820863
USER	Pokemon API Test	START	1720479820863
REQUEST		Get Pikachu	1720479820781	1720479820863	OK	 
USER	Pokemon API Test	END	1720479820864
USER	Pokemon API Test	START	1720479820864
REQUEST		Get Pikachu	1720479820728	1720479820863	OK	 
USER	Pokemon API Test	END	1720479820866
USER	Pokemon API Test	START	1720479820866
REQUEST		Get Pikachu	1720479820745	1720479820904	OK	 
USER	Pokemon API Test	END	1720479820909
USER	Pokemon API Test	START	1720479820909
REQUEST		Get Pikachu	1720479820767	1720479820926	OK	 
USER	Pokemon API Test	END	1720479820929
USER	Pokemon API Test	START	1720479820929
REQUEST		Get Pikachu	1720479820843	1720479820933	OK	 
USER	Pokemon API Test	END	1720479820933
USER	Pokemon API Test	START	1720479820933
REQUEST		Get Pikachu	1720479820782	1720479820938	OK	 
USER	Pokemon API Test	END	1720479820943
USER	Pokemon API Test	START	1720479820943
REQUEST		Get Pikachu	1720479820798	1720479820942	OK	 
USER	Pokemon API Test	END	1720479820945
USER	Pokemon API Test	START	1720479820945
REQUEST		Get Pikachu	1720479820819	1720479820981	OK	 
USER	Pokemon API Test	END	1720479820986
USER	Pokemon API Test	START	1720479820986
REQUEST		Get Pikachu	1720479820837	1720479821003	OK	 
USER	Pokemon API Test	END	1720479821007
REQUEST		Get Pikachu	1720479820864	1720479821003	OK	 
USER	Pokemon API Test	END	1720479821007
USER	Pokemon API Test	START	1720479821007
USER	Pokemon API Test	START	1720479821007
REQUEST		Get Pikachu	1720479820864	1720479821005	OK	 
REQUEST		Get Pikachu	1720479820929	1720479821008	OK	 
USER	Pokemon API Test	END	1720479821008
USER	Pokemon API Test	END	1720479821008
USER	Pokemon API Test	START	1720479821008
USER	Pokemon API Test	START	1720479821009
REQUEST		Get Pikachu	1720479820867	1720479821026	OK	 
USER	Pokemon API Test	END	1720479821031
USER	Pokemon API Test	START	1720479821032
REQUEST		Get Pikachu	1720479820909	1720479821041	OK	 
USER	Pokemon API Test	END	1720479821044
USER	Pokemon API Test	START	1720479821044
REQUEST		Get Pikachu	1720479820934	1720479821072	OK	 
USER	Pokemon API Test	END	1720479821077
USER	Pokemon API Test	START	1720479821077
REQUEST		Get Pikachu	1720479820945	1720479821088	OK	 
USER	Pokemon API Test	END	1720479821091
USER	Pokemon API Test	START	1720479821091
REQUEST		Get Pikachu	1720479821008	1720479821098	OK	 
USER	Pokemon API Test	END	1720479821099
USER	Pokemon API Test	START	1720479821099
REQUEST		Get Pikachu	1720479820943	1720479821099	OK	 
USER	Pokemon API Test	END	1720479821103
USER	Pokemon API Test	START	1720479821104
REQUEST		Get Pikachu	1720479821044	1720479821118	OK	 
USER	Pokemon API Test	END	1720479821119
USER	Pokemon API Test	START	1720479821119
REQUEST		Get Pikachu	1720479820986	1720479821123	OK	 
USER	Pokemon API Test	END	1720479821125
USER	Pokemon API Test	START	1720479821126
REQUEST		Get Pikachu	1720479821007	1720479821150	OK	 
USER	Pokemon API Test	END	1720479821154
USER	Pokemon API Test	START	1720479821154
REQUEST		Get Pikachu	1720479821009	1720479821154	OK	 
USER	Pokemon API Test	END	1720479821160
USER	Pokemon API Test	START	1720479821161
REQUEST		Get Pikachu	1720479821032	1720479821158	OK	 
USER	Pokemon API Test	END	1720479821162
USER	Pokemon API Test	START	1720479821162
REQUEST		Get Pikachu	1720479821009	1720479821168	OK	 
USER	Pokemon API Test	END	1720479821171
USER	Pokemon API Test	START	1720479821171
REQUEST		Get Pikachu	1720479821119	1720479821207	OK	 
USER	Pokemon API Test	END	1720479821208
USER	Pokemon API Test	START	1720479821208
REQUEST		Get Pikachu	1720479821077	1720479821234	OK	 
USER	Pokemon API Test	END	1720479821239
USER	Pokemon API Test	START	1720479821239
REQUEST		Get Pikachu	1720479821171	1720479821257	OK	 
USER	Pokemon API Test	END	1720479821257
USER	Pokemon API Test	START	1720479821257
REQUEST		Get Pikachu	1720479821091	1720479821258	OK	 
USER	Pokemon API Test	END	1720479821262
USER	Pokemon API Test	START	1720479821262
REQUEST		Get Pikachu	1720479821104	1720479821264	OK	 
USER	Pokemon API Test	END	1720479821267
USER	Pokemon API Test	START	1720479821267
REQUEST		Get Pikachu	1720479821099	1720479821292	OK	 
USER	Pokemon API Test	END	1720479821297
USER	Pokemon API Test	START	1720479821297
REQUEST		Get Pikachu	1720479821126	1720479821295	OK	 
USER	Pokemon API Test	END	1720479821298
USER	Pokemon API Test	START	1720479821298
REQUEST		Get Pikachu	1720479821161	1720479821300	OK	 
USER	Pokemon API Test	END	1720479821303
USER	Pokemon API Test	START	1720479821303
REQUEST		Get Pikachu	1720479821163	1720479821309	OK	 
USER	Pokemon API Test	END	1720479821313
USER	Pokemon API Test	START	1720479821313
REQUEST		Get Pikachu	1720479821154	1720479821309	OK	 
USER	Pokemon API Test	END	1720479821315
USER	Pokemon API Test	START	1720479821316
REQUEST		Get Pikachu	1720479821268	1720479821351	OK	 
USER	Pokemon API Test	END	1720479821352
USER	Pokemon API Test	START	1720479821352
REQUEST		Get Pikachu	1720479821208	1720479821350	OK	 
USER	Pokemon API Test	END	1720479821353
USER	Pokemon API Test	START	1720479821353
REQUEST		Get Pikachu	1720479821239	1720479821384	OK	 
USER	Pokemon API Test	END	1720479821387
USER	Pokemon API Test	START	1720479821387
REQUEST		Get Pikachu	1720479821316	1720479821403	OK	 
USER	Pokemon API Test	END	1720479821403
USER	Pokemon API Test	START	1720479821404
REQUEST		Get Pikachu	1720479821257	1720479821401	OK	 
USER	Pokemon API Test	END	1720479821406
USER	Pokemon API Test	START	1720479821406
REQUEST		Get Pikachu	1720479821262	1720479821416	OK	 
USER	Pokemon API Test	END	1720479821420
USER	Pokemon API Test	START	1720479821420
REQUEST		Get Pikachu	1720479821304	1720479821444	OK	 
USER	Pokemon API Test	END	1720479821447
USER	Pokemon API Test	START	1720479821447
REQUEST		Get Pikachu	1720479821297	1720479821451	OK	 
USER	Pokemon API Test	END	1720479821454
USER	Pokemon API Test	START	1720479821454
REQUEST		Get Pikachu	1720479821313	1720479821480	OK	 
USER	Pokemon API Test	END	1720479821482
USER	Pokemon API Test	START	1720479821482
REQUEST		Get Pikachu	1720479821406	1720479821492	OK	 
USER	Pokemon API Test	END	1720479821492
USER	Pokemon API Test	START	1720479821492
REQUEST		Get Pikachu	1720479821353	1720479821508	OK	 
USER	Pokemon API Test	END	1720479821513
REQUEST		Get Pikachu	1720479821352	1720479821509	OK	 
USER	Pokemon API Test	START	1720479821513
USER	Pokemon API Test	END	1720479821513
USER	Pokemon API Test	START	1720479821513
REQUEST		Get Pikachu	1720479821387	1720479821547	OK	 
USER	Pokemon API Test	END	1720479821550
USER	Pokemon API Test	START	1720479821550
REQUEST		Get Pikachu	1720479821421	1720479821558	OK	 
USER	Pokemon API Test	END	1720479821561
USER	Pokemon API Test	START	1720479821561
REQUEST		Get Pikachu	1720479821404	1720479821560	OK	 
USER	Pokemon API Test	END	1720479821563
USER	Pokemon API Test	START	1720479821563
REQUEST		Get Pikachu	1720479821454	1720479821591	OK	 
REQUEST		Get Pikachu	1720479821493	1720479821593	OK	 
USER	Pokemon API Test	END	1720479821594
USER	Pokemon API Test	START	1720479821594
USER	Pokemon API Test	END	1720479821594
USER	Pokemon API Test	START	1720479821594
REQUEST		Get Pikachu	1720479821447	1720479821607	OK	 
USER	Pokemon API Test	END	1720479821610
USER	Pokemon API Test	START	1720479821610
REQUEST		Get Pikachu	1720479821482	1720479821638	OK	 
USER	Pokemon API Test	END	1720479821640
USER	Pokemon API Test	START	1720479821640
